8.504274485053127137e+03,7.624467932150170713e-01
8.725292359512941402e+03,3.976202866148538240e-01
8.465356852559340041e+03,8.266868020670410377e-01
8.853776099194996277e+03,1.855367740829200196e-01
8.521379553505299555e+03,7.342120427765798096e-01
8.479745527919627420e+03,8.029359052849723843e-01
8.708413022521061066e+03,4.254824107812016365e-01
8.473006395708707714e+03,8.140599613481280805e-01
8.674919509698613183e+03,4.807689715028984345e-01
8.889058170980959403e+03,1.272979353191611429e-01
8.446058874555665170e+03,8.585413195618714077e-01
8.458451155300574101e+03,8.380858019656395319e-01
8.777466164819836195e+03,3.114988423362652914e-01
8.612248519191567539e+03,5.842177823220330302e-01
8.725138329410687220e+03,3.978745386462133604e-01
8.600079342369706865e+03,6.043050191442639330e-01
8.591580825238110265e+03,6.183332262044451966e-01
8.867583711924738964e+03,1.627450468026602759e-01
8.667331823783248183e+03,4.932936979644083619e-01
8.435946805025771027e+03,8.752329704974997071e-01
8.707022072960948208e+03,4.277784020585787550e-01
8.718289262460239115e+03,4.091800508759740884e-01
8.739826889676889550e+03,3.736286533078867489e-01
8.648851973935536080e+03,5.237977379219002083e-01
8.638690226424543653e+03,5.405713789080216491e-01
8.682696299706427453e+03,4.679320978864324188e-01
8.805262582183378981e+03,2.656162909208255041e-01
8.644995608149627515e+03,5.301633058969451584e-01
8.799830169193572146e+03,2.745833803216282121e-01
8.835173774536835481e+03,2.162429605860055060e-01
8.595024543780313252e+03,6.126487995648879359e-01
8.811075730210406618e+03,2.560207360108693875e-01
8.768703251873432237e+03,3.259634699832479887e-01
8.626514076931973250e+03,5.606701234945707935e-01
8.431735632995854758e+03,8.821842098203269700e-01
8.815513999407234223e+03,2.486946443819610109e-01
8.616626144561272667e+03,5.769917886199679158e-01
8.617411701883607748e+03,5.756950965243136098e-01
8.863360482760432205e+03,1.697161784397117623e-01
8.838376146782749856e+03,2.109569200726648386e-01
8.903319504182594756e+03,1.037572706179243909e-01
8.604518885654977566e+03,5.969768193966803471e-01
8.848131058026126993e+03,1.948548397898982876e-01
8.695874811391586263e+03,4.461787931195099199e-01
8.426226045947803868e+03,8.912786990825360967e-01
8.804720009592165297e+03,2.665118960420753691e-01
8.732239591262161412e+03,3.861527374898869880e-01
8.451686827254881791e+03,8.492514487767295339e-01
8.600670804007850165e+03,6.033287139757008699e-01
8.778324233980538338e+03,3.100824582193438816e-01
8.849105920979187431e+03,1.932456686880682506e-01
8.660080906068369586e+03,5.052625332861804264e-01
8.484420574784313430e+03,7.952189647727184729e-01
8.684293602639540040e+03,4.652954861811288145e-01
8.716014469467923846e+03,4.129349711535261758e-01
8.857295807662218067e+03,1.797269184377444928e-01
8.429711591541788948e+03,8.855252266687373419e-01
8.520027433353916422e+03,7.364439411228911325e-01
8.712217486879606440e+03,4.192025159819267044e-01
8.646768877823236835e+03,5.272362317263094011e-01
8.745508116190594592e+03,3.642508545569015377e-01
8.709698354484435185e+03,4.233607587470530342e-01
8.706840503792898744e+03,4.280781118676945107e-01
8.457108251043924611e+03,8.403024884399382666e-01
8.836081038458543844e+03,2.147453727057485051e-01
8.683429649099483868e+03,4.667215838652855053e-01
8.671123878568283544e+03,4.870342863682955992e-01
8.704947644494764972e+03,4.312025878287281122e-01
8.440492913869864424e+03,8.677288624145625962e-01
8.866760794579293361e+03,1.641034066946537584e-01
8.662553234779987179e+03,5.011815470431192354e-01
8.659894262920972324e+03,5.055706185810929787e-01
8.668651181075591012e+03,4.911158812299749599e-01
8.669786571156078935e+03,4.892417327170980323e-01
8.881831113813499542e+03,1.392273764682173121e-01
8.713541654608452518e+03,4.170167591497312420e-01
8.770090181180125001e+03,3.236741152501936836e-01
8.781110993433907424e+03,3.054824539476593825e-01
8.675143517505764976e+03,4.803992096934226463e-01
8.807395722604060211e+03,2.620951925313829145e-01
8.735967678562068613e+03,3.799989160741855665e-01
8.837348836626404591e+03,2.126526639371603966e-01
8.752029748220948022e+03,3.534858284900678216e-01
8.891173504882237467e+03,1.238062304189726098e-01
8.744012176080757854e+03,3.667201497285481615e-01
8.483303031529854707e+03,7.970636553202598007e-01
8.789880612782337266e+03,2.910067568519452141e-01
8.605130741645079979e+03,5.959668499953345577e-01
8.695470826354669043e+03,4.468456369677169526e-01
8.732448972732721813e+03,3.858071189243202914e-01
8.588999049510590339e+03,6.225948738079349898e-01
8.655474273871552214e+03,5.128665394822801149e-01
8.598518447637510690e+03,6.068815338358016787e-01
8.556050186434002171e+03,6.769824220172870888e-01
8.886473604333241383e+03,1.315641857149225658e-01
8.550660888401735065e+03,6.858783503851562102e-01
8.632491872870246880e+03,5.508027844750190694e-01
8.510914968670611415e+03,7.514855742250027282e-01
8.862904366319888140e+03,1.704690733568665628e-01
8.854268938443294246e+03,1.847232621318716517e-01
